description,eventtypes,hosts,indexes,inputlookups,lookups,myapp,outputlookups,queries,sources,sourcetypes,urlField
tbd,,,,,,"splunk_monitoring_console",,"
            eval total_historical_vs_limit = count_total_hist.""/"".max_hist_searches
            | fields total_historical_vs_limit
          ",,,"shc_status_and_conf"
tbd,,,,,,"splunk_monitoring_console",,"
            eval total_rt_vs_limit = count_total_rt.""/"".max_rt_searches
            | fields total_rt_vs_limit
          ",,,"shc_status_and_conf"
tbd,,,,,,"splunk_monitoring_console",,"
            eval scheduled_vs_total_hist_scheduled_search_limit = count_hist_scheduled_search.""/"".max_hist_scheduled_searches
            | fields scheduled_vs_total_hist_scheduled_search_limit
          ",,,"shc_status_and_conf"
tbd,,,,,,"splunk_monitoring_console",,"
            eval scheduled_vs_total_rt_scheduled_search_limit = count_rt_scheduled_search.""/"".max_rt_scheduled_searches
            | fields scheduled_vs_total_rt_scheduled_search_limit
          ",,,"shc_status_and_conf"
tbd,,,,,,"splunk_monitoring_console",,"
            eval scheduled_vs_total_auto_summary_search_limit = count_auto_summary_search.""/"".max_auto_summary_searches
            | fields scheduled_vs_total_auto_summary_search_limit
          ",,,"shc_status_and_conf"
tbd,,,,,,"splunk_monitoring_console",,"
            where ('search_props.type'==""scheduled"" OR 'search_props.type'==""summary indexing"" OR 'search_props.type'==""report acceleration"" OR 'search_props.type'==""datamodel acceleration"" OR 'search_props.type'==""ad-hoc"") AND ('search_props.mode'==""historical"" OR 'search_props.mode'==""historical batch"")
            | fields search_props.sid, search_props.label, splunk_server, search_props.app, search_props.user, search_props.type, search_props.mode, search_props.role, mem_used, pct_cpu, elapsed
            | eval mem_used = round(mem_used, 0)
            | eval pct_cpu = round(pct_cpu, 0)
            | eval elapsed = round(elapsed, 0)
            | rename search_props.sid as SID, search_props.label as ""Search Name"", splunk_server as Member, search_props.app as App, search_props.user as User, search_props.type as Type, search_props.mode as Mode, search_props.role as Role, mem_used as ""Memory Used (MB)"", pct_cpu as ""CPU Usage (%)"", elapsed as ""Time Elapsed (sec)""
          ",,,"shc_status_and_conf"
tbd,,,,,,"splunk_monitoring_console",,"
            where ('search_props.type'==""scheduled"" OR 'search_props.type'==""summary indexing"" OR 'search_props.type'==""report acceleration"" OR 'search_props.type'==""datamodel acceleration"" OR 'search_props.type'==""ad-hoc"") AND ('search_props.mode'==""RT"" OR 'search_props.mode'==""RT indexed"")
            | fields search_props.sid, search_props.label, splunk_server, search_props.app, search_props.user, search_props.type, search_props.mode, search_props.role, mem_used, pct_cpu, elapsed
            | eval mem_used = round(mem_used, 0)
            | eval pct_cpu = round(pct_cpu, 0)
            | eval elapsed = round(elapsed, 0)
            | rename search_props.sid as SID, search_props.label as ""Search Name"", splunk_server as Member, search_props.app as App, search_props.user as User, search_props.type as Type, search_props.mode as Mode, search_props.role as Role, mem_used as ""Memory Used (MB)"", pct_cpu as ""CPU Usage (%)"", elapsed as ""Time Elapsed (sec)""
          ",,,"shc_status_and_conf"
tbd,,,,,,"splunk_monitoring_console",,"
            where ('search_props.type'==""scheduled"" OR 'search_props.type'==""summary indexing"" OR 'search_props.type'==""report acceleration"" OR 'search_props.type'==""datamodel acceleration"") AND ('search_props.mode'==""historical"" OR 'search_props.mode'==""historical batch"")
            | fields search_props.sid, search_props.label, splunk_server, search_props.app, search_props.user, search_props.type, search_props.mode, search_props.role, mem_used, pct_cpu, elapsed
            | eval mem_used = round(mem_used, 0)
            | eval pct_cpu = round(pct_cpu, 0)
            | eval elapsed = round(elapsed, 0)
            | rename search_props.sid as SID, search_props.label as ""Search Name"", splunk_server as Member, search_props.app as App, search_props.user as User, search_props.type as Type, search_props.mode as Mode, search_props.role as Role, mem_used as ""Memory Used (MB)"", pct_cpu as ""CPU Usage (%)"", elapsed as ""Time Elapsed (sec)""
          ",,,"shc_status_and_conf"
tbd,,,,,,"splunk_monitoring_console",,"
            where ('search_props.type'==""scheduled"" OR 'search_props.type'==""summary indexing"" OR 'search_props.type'==""report acceleration"" OR 'search_props.type'==""datamodel acceleration"") AND ('search_props.mode'==""RT"" OR 'search_props.mode'==""RT indexed"")
            | fields search_props.sid, search_props.label, splunk_server, search_props.app, search_props.user, search_props.type, search_props.mode, search_props.role, mem_used, pct_cpu, elapsed
            | eval mem_used = round(mem_used, 0)
            | eval pct_cpu = round(pct_cpu, 0)
            | eval elapsed = round(elapsed, 0)
            | rename search_props.sid as SID, search_props.label as ""Search Name"", splunk_server as Member, search_props.app as App, search_props.user as User, search_props.type as Type, search_props.mode as Mode, search_props.role as Role, mem_used as ""Memory Used (MB)"", pct_cpu as ""CPU Usage (%)"", elapsed as ""Time Elapsed (sec)""
          ",,,"shc_status_and_conf"
tbd,,,,,,"splunk_monitoring_console",,"
            where ('search_props.type'==""report acceleration"" OR 'search_props.type'==""datamodel acceleration"")
            | fields search_props.sid, search_props.label, splunk_server, search_props.app, search_props.user, search_props.type, search_props.mode, search_props.role, mem_used, pct_cpu, elapsed
            | eval mem_used = round(mem_used, 0)
            | eval pct_cpu = round(pct_cpu, 0)
            | eval elapsed = round(elapsed, 0)
            | rename search_props.sid as SID, search_props.label as ""Search Name"", splunk_server as Member, search_props.app as App, search_props.user as User, search_props.type as Type, search_props.mode as Mode, search_props.role as Role, mem_used as ""Memory Used (MB)"", pct_cpu as ""CPU Usage (%)"", elapsed as ""Time Elapsed (sec)""
          ",,,"shc_status_and_conf"
tbd,,,,,,"splunk_monitoring_console",,"
fields label role status last_heartbeat ratio unpublished_changes artifact_count
| eval ratio = if(isnotnull(ratio), ratio, ""N/A"")
| eval unpublished_changes = if(isnotnull(unpublished_changes), unpublished_changes, ""N/A"")
| eval artifact_count = if(isnotnull(artifact_count), artifact_count, ""N/A"")
| `dmc_time_format(last_heartbeat)`
| `dmc_time_format(last_heartbeat_captain)`
| eval last_heartbeat = if(isnotnull(last_heartbeat), last_heartbeat, ""N/A"")
| rename label as Instance, role as Role, status as Status, last_heartbeat as ""Last Heartbeat Sent to Captain"", ratio as ""Configuration Baseline Consistency"", unpublished_changes as ""Number of Unpublished Changes"", artifact_count as ""Artifact Count""
          ",,,"shc_status_and_conf"
tbd,,,,,,"splunk_monitoring_console",,"
where label == ""$SHCMemberDrilldown$""
| eval elected_captain = if(isnotnull(elected_captain), elected_captain, ""N/A"")
| fields - _timediff
| fields elected_captain guid advertise_restart_required advertise_restart_required_reason delayed_artifacts_to_discard fixup_set pending_job_count replication_count status_counter.Complete status_counter.PendingDiscard peer_scheme_host_port adhoc_searchhead kv_store_host_port replication_port replication_use_ssl site
| transpose
| rename column as ""Configuration and Status"", ""row 1"" as Value
          ",,,"shc_status_and_conf"
tbd,,,,,,"splunk_monitoring_console",,"
            where label == ""$SHCMemberBaselineDrilldown$""
            | fields shared_common_baseline no_shared_common_baseline unable_to_connect
            | rename shared_common_baseline as ""Shares Common Baseline With"", no_shared_common_baseline as ""Does Not Share Common Baseline With"", unable_to_connect as ""No Response From""
          ",,,"shc_status_and_conf"
tbd,,,,,,"splunk_monitoring_console",,"
        `dmc_set_index_introspection` search_group=dmc_group_search_head search_group=""$group$"" sourcetype=splunk_resource_usage ((component=PerProcess data.search_props.sid::*) OR component=Hostwide)
        | `dmc_rename_introspection_fields`
        | `dmc_set_bin`
        | stats dc(sid) AS distinct_search_count by provenance, mode, app, type, user, host, _time
        ",,"sourcetype=splunk_resource_usage","shc_status_and_conf"
tbd,,,,,,"splunk_monitoring_console",,"stats count by host",,,"shc_status_and_conf"
tbd,,,,,,"splunk_monitoring_console",,"
          $shcSearchConHostScope$
          | stats sum(distinct_search_count) as total_distinct_search_count by provenance, mode, app, type, user, host, _time
          | `dmc_timechart` partial=false $shcSearchConFunc$(total_distinct_search_count) as search_count by $shcSearchConSplitBy$
          ",,,"shc_status_and_conf"
tbd,,,,,,"splunk_monitoring_console",,"
`dmc_set_index_internal` search_group=""$group$"" sourcetype=splunkd component=Metrics group=captainstability upgrades_to_captain=1
| stats count by _time, upgrades_to_captain, host
        ",,"sourcetype=splunkd","shc_status_and_conf"
tbd,,,,,,"splunk_monitoring_console",,"stats count by host",,,"shc_status_and_conf"
tbd,,,,,,"splunk_monitoring_console",,"
$captainElectionHostScope$
| `dmc_timechart_for_metrics_log` count(upgrades_to_captain) as captain_election_event
          ",,,"shc_status_and_conf"
tbd,,,,,,"splunk_monitoring_console",,"
$captainElectionHostScope$
| eval event = host."" was elected as captain.""
| fields _time, event
| sort - _time
| rename _time as Time, event as Event
| `dmc_time_format(Time)`
          ",,,"shc_status_and_conf"
tbd,,,,,,"splunk_monitoring_console",,"
`dmc_set_index_internal` search_group=""$group$"" sourcetype=splunkd component=Metrics group=captainstability (upgrades_to_captain=1 OR downgrades_from_captain=1 OR num_pollled_candidates&gt;0)
| `dmc_timechart_for_metrics_log` count(num_polled_captain) as candidate sum(upgrades_to_captain) as upgrades_to_captain sum(downgrades_from_captain) as downgrades_from_captain
          ",,"sourcetype=splunkd","shc_status_and_conf"
tbd,,,,,,"splunk_monitoring_console",,"
`dmc_set_index_internal` search_group=""$group$"" sourcetype=splunkd component=Metrics group=captainstability
| `dmc_set_bin_for_metrics_log`
| eval status=case(
(upgrades_to_captain=0) AND (downgrades_from_captain=0) AND (num_polled_candidate=0), ""stable"",
1=1, ""perturbing"")
| eval reason=case(
upgrades_to_captain=1 AND num_polled_candidate&gt;0, host."" became candidate and was elected as captain"",
upgrades_to_captain=0 AND num_polled_candidate&gt;0, host."" became candidate"",
upgrades_to_captain=1 AND num_polled_candidate=0, host."" was elected as captain"",
downgrades_from_captain=1, host."" changed from captain to a member"",
1=1, """")
| stats count by _time, status, reason
| sort - _time
| fields - count
| $captainHistoryFilter$
          ",,"sourcetype=splunkd","shc_status_and_conf"
tbd,,,,,,"splunk_monitoring_console",,"
          | `dmc_get_groups_containing_role(dmc_group_indexer)`
          | where search_group!=""dmc_group_indexer""
        ",,,"smartstore_activity_deployment"
tbd,,,,,,"splunk_monitoring_console",,"`dmc_set_index_internal` search_group=$search_group$ source=*splunkd.log CacheManager action=* earliest=-1h 
                | stats count(eval(status=""failed"")) as txn_failed, count(eval(status=""succeeded"")) as txn_succeeded 
                | eval available=case(txn_failed=0 AND txn_succeeded=0, ""IDLE"", txn_succeeded>0, ""ONLINE"", true(), ""OFFLINE"") 
                | fields - txn_failed - txn_succeeded","source=*splunkd.log",,"smartstore_activity_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            | rest splunk_server_group=$search_group$ /services/admin/cacheman
            | eval stable_size = if('cm:bucket.stable'=1, 'cm:bucket.estimated_size', 0)
            | stats sum(stable_size) as stable_bytes, sum(cm:bucket.estimated_size) as all_bytes
            | eval migration_progress=round((stable_bytes / all_bytes) * 100)
            | fields - stable_bytes - all_bytes
          ",,,"smartstore_activity_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` search_group=$search_group$ group=cmmaster source=*metrics.log subgroup=buckets_re_creation
            | stats sum(success_count) as successes, sum(in_progress_count) as in_progress
            | eval total = successes + in_progress
            | eval percent = if(total=0, 100, (1 - ((in_progress - successes) / total)) * 100)
            | fields percent
          ","source=*metrics.log",,"smartstore_activity_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` search_group=$search_group$ source=*splunkd.log ((action=download AND download_set=*journal*) OR action=upload) status=succeeded component=CacheManager
            | eval mb = kb / 1024
            | timechart $funcAggregate$(mb) by action
          ","source=*splunkd.log",,"smartstore_activity_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            <![CDATA[
              `dmc_set_index_internal` search_group=$search_group$ source=*splunkd.log (action=download OR action=upload) status=failed component=CacheManager
              | rex field=reason ""HTTP Error (?<statuscode>\d*): (?<description>.*)""
              | eval reason_str = statuscode."": "".description
              | fillnull reason_str value=""Non-HTTP""
              | timechart count by $aggregation$
            ]]>
          ","source=*splunkd.log",,"smartstore_activity_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
          | `dmc_get_groups_containing_role(dmc_group_indexer)`
          | search search_group!=""dmc_group_*""
        ",,,"smartstore_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"`dmc_set_index_internal` host=$splunk_server$ source=*splunkd.log CacheManager AND action=* AND earliest=-1h 
                | stats count(eval(status=""failed"")) as txn_failed, count(eval(status=""succeeded"")) as txn_succeeded 
                | eval available=case(txn_failed=0 AND txn_succeeded=0, ""IDLE"", txn_succeeded>0, ""ONLINE"", true(), ""OFFLINE"") 
                | fields - txn_failed - txn_succeeded","source=*splunkd.log",,"smartstore_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            | rest splunk_server=$splunk_server$ /services/admin/cacheman
            | eval stable_size = if('cm:bucket.stable'=1, 'cm:bucket.estimated_size', 0)
            | stats sum(stable_size) as stable_bytes, sum(cm:bucket.estimated_size) as all_bytes
            | eval migration_progress=round((stable_bytes / all_bytes) * 100)
            | fields - stable_bytes - all_bytes
          ",,,"smartstore_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` host=$splunk_server$ group=cmmaster source=*metrics.log subgroup=buckets_re_creation
            | stats sum(success_count) as successes, sum(in_progress_count) as in_progress
            | eval total = successes + in_progress
            | eval percent = if(total=0, 100, (1 - ((in_progress - successes) / total)) * 100)
            | fields percent
          ","source=*metrics.log",,"smartstore_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` host=$splunk_server$ source=*splunkd.log ((action=download AND download_set=*journal*) OR action=upload) status=succeeded component=CacheManager
            | eval mb = kb / 1024
            | timechart $funcAggregate$(mb) by action
          ","source=*splunkd.log",,"smartstore_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            <![CDATA[
              `dmc_set_index_internal` host=$splunk_server$ source=*splunkd.log (action=download OR action=upload) status=failed component=CacheManager
              | rex field=reason ""HTTP Error (?<statuscode>\d*): (?<description>.*)""
              | eval reason_str = statuscode."": "".description
              | fillnull reason_str value=""Non-HTTP""
              | timechart count by $aggregation$
            ]]>
          ","source=*splunkd.log",,"smartstore_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          | `dmc_get_groups_containing_role(dmc_group_indexer)`
          | where search_group!=""dmc_group_indexer""
        ",,,"smartstore_cache_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"| REST splunk_server_group=$search_group$ /services/properties/server/diskUsage/minFreeSpace | eval label = IF(match(value,""\%""), value, tostring(value, ""commas"").""MB"") | fields label",,,"smartstore_cache_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"| REST splunk_server_group=$search_group$ /services/properties/server/cachemanager/eviction_padding | fields value",,,"smartstore_cache_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"| REST splunk_server_group=$search_group$ /services/properties/server/cachemanager/max_cache_size | eval size=if(value=0, ""No Max"", tostring(value, ""commas"").""MB"") | fields size",,,"smartstore_cache_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"| REST splunk_server_group=$search_group$ /services/properties/server/cachemanager/hotlist_recency_secs | appendpipe [stats count | eval value=86500 | where count=0] | fields value",,,"smartstore_cache_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"| REST splunk_server_group=$search_group$ /services/properties/server/cachemanager/hotlist_bloom_filter_recency_hours | appendpipe [stats count | eval value=360 | where count=0] | fields value",,,"smartstore_cache_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"`dmc_set_index_internal` search_group=$search_group$ source=*metrics.log | timechart sum(evicted) as Evicted","source=*metrics.log",,"smartstore_cache_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            <![CDATA[
             `dmc_set_index_internal` search_group=$search_group$  source=*/splunkd_access.log
              | rex field=uri ""/services/admin/cacheman/bid|(?<bid>[^|]*)|/close""
              | search uri=*/close*
              | eval mytime=strftime(_time, ""%Y-%m-%d %H:%M:%S"")
              | stats last(_time) as _time count as buckets, sum(miss_ms) as miss_ms sum(search_ms) as search_ms, min(mytime) as issuetime by sid
              | fillnull value=0 search_ms
              | eval overheadRatio=(miss_ms/search_ms)
              | fillnull value=0 overheadRatio
              | eval searchSpeed=case(overheadRatio > 2,""More than 50%"", overheadRatio < .2, ""Less than 10%"", true(), ""10%-50%"")
              | timechart count by searchSpeed
            ]]>
          ","source=*",,"smartstore_cache_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"`dmc_set_index_internal` search_group=$search_group$ group=cachemgr_bucket source=*metrics.log | timechart count(cache_hit) as Hits count(cache_miss) as Misses","source=*metrics.log",,"smartstore_cache_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            <![CDATA[
              `dmc_set_index_internal` search_group=$search_group$ source=*splunkd.log CacheManager AND TERM(action=download) AND TERM(status=succeeded) AND download_set=""*journal*""
              | rex field=cache_id "".*\|(?<customer_index>.*)~.*~.*\|""
              | eval identifier=(cache_id + host)
              | stats count by identifier, customer_index
              | stats count(eval(count>1)) as duplicate_downloads, sum(count) as all_downloads count(eval(count>=10)) as excessive_duplicate_downloads by customer_index
              | eval duplicate_percent=if(all_downloads=0, 0, round((duplicate_downloads/all_downloads)*100, 2))
              | sort  - duplicate_percent
              | fields customer_index, duplicate_percent  all_downloads duplicate_downloads excessive_duplicate_downloads 
              | rename customer_index as Index, duplicate_percent as ""Repeat Download Percent"",  all_downloads as ""All Downloads"", duplicate_downloads as ""Repeated Downloads"", excessive_duplicate_downloads as ""Excessively Repeated Downloads""
            ]]>
          ","source=*splunkd.log",,"smartstore_cache_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
          | `dmc_get_groups_containing_role(dmc_group_indexer)`
          | search search_group!=""dmc_group_*""
        ",,,"smartstore_cache_performance_instance"
tbd,,,,,,"splunk_monitoring_console",,"| REST splunk_server=$splunk_server$ /services/properties/server/diskUsage/minFreeSpace | eval label = IF(match(value,""\%""), value, tostring(value, ""commas"").""MB"") | fields label",,,"smartstore_cache_performance_instance"
tbd,,,,,,"splunk_monitoring_console",,"| REST splunk_server=$splunk_server$ /services/properties/server/cachemanager/eviction_padding | fields value",,,"smartstore_cache_performance_instance"
tbd,,,,,,"splunk_monitoring_console",,"| REST splunk_server=$splunk_server$ /services/properties/server/cachemanager/max_cache_size | eval size=if(value=0, ""No Max"", tostring(value, ""commas"").""MB"") | fields size",,,"smartstore_cache_performance_instance"
tbd,,,,,,"splunk_monitoring_console",,"| REST splunk_server=$splunk_server$ /services/properties/server/cachemanager/hotlist_recency_secs | appendpipe [stats count | eval value=86500 | where count=0] | fields value",,,"smartstore_cache_performance_instance"
tbd,,,,,,"splunk_monitoring_console",,"| REST splunk_server=$splunk_server$ /services/properties/server/cachemanager/hotlist_bloom_filter_recency_hours | appendpipe [stats count | eval value=360 | where count=0] | fields value",,,"smartstore_cache_performance_instance"
tbd,,,,,,"splunk_monitoring_console",,"`dmc_set_index_internal` host=$splunk_server$ source=*metrics.log | timechart sum(evicted) as Evicted","source=*metrics.log",,"smartstore_cache_performance_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            <![CDATA[
              `dmc_set_index_internal` host=$splunk_server$  source=*/splunkd_access.log
              | rex field=uri ""/services/admin/cacheman/bid|(?<bid>[^|]*)|/close""
              | search uri=*/close*
              | eval mytime=strftime(_time, ""%Y-%m-%d %H:%M:%S"")
              | stats last(_time) as _time count as buckets, sum(miss_ms) as miss_ms sum(search_ms) as search_ms, min(mytime) as issuetime by sid
              | fillnull value=0 search_ms
              | eval overheadRatio=(miss_ms/search_ms)
              | fillnull value=0 overheadRatio
              | eval searchSpeed=case(overheadRatio > 2,""More than 50%"", overheadRatio < .2, ""Less than 10%"", true(), ""10%-50%"")
              | timechart count by searchSpeed
            ]]>
          ","source=*",,"smartstore_cache_performance_instance"
tbd,,,,,,"splunk_monitoring_console",,"`dmc_set_index_internal` host=$splunk_server$ source=*metrics.log group=cachemgr_bucket | timechart count(cache_hit) as Hits count(cache_miss) as Misses","source=*metrics.log",,"smartstore_cache_performance_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            <![CDATA[
              `dmc_set_index_internal` host=$splunk_server$  source=*splunkd.log CacheManager AND TERM(action=download) AND TERM(status=succeeded) AND download_set=""*journal*""
              | rex field=cache_id "".*\|(?<customer_index>.*)~.*~.*\|""
              | eval identifier=(cache_id + host)
              | stats count by identifier, customer_index
              | stats count(eval(count>1)) as duplicate_downloads, sum(count) as all_downloads count(eval(count>=10)) as excessive_duplicate_downloads by customer_index
              | eval duplicate_percent=if(all_downloads=0, 0, round((duplicate_downloads/all_downloads)*100, 2))
              | sort  - duplicate_percent
              | fields customer_index, duplicate_percent  all_downloads duplicate_downloads excessive_duplicate_downloads 
              | rename customer_index as Index, duplicate_percent as ""Repeated Download Percent"",  all_downloads as ""All Downloads"", duplicate_downloads as ""Repeated Downloads"", excessive_duplicate_downloads as ""Excessively Repeated Downloads""
            ]]>
          ","source=*splunkd.log",,"smartstore_cache_performance_instance"
tbd,,,"index=*",,,"lame_training",,"| eventcount summarize=false index=* | dedup index | fields index",,,"sourcetype_documentation"
tbd,,,,,,"lame_training",,"| metadata index=$idx$ type=sourcetypes | fields sourcetype",,,"sourcetype_documentation"
tbd,,,,"inputlookup SourcetypeInfo",,"lame_training",,"| inputlookup SourcetypeInfo 
| search sourcetype=$src_type$
| eval fieldvalue = case(fieldvalue=1, ""Useless"", fieldvalue=5, ""Mostly Useless"", fieldvalue=10, ""Useful"")
| table sourcetype, fieldname, fieldvalue, rationale, fieldvalue",,,"sourcetype_documentation"
tbd,,,,"inputlookup Sourcetype_Analytics",,"lame_training",,"| inputlookup Sourcetype_Analytics 
| search sourcetype=$src_type$
| table sourcetype, metric_description, metric_query",,,"sourcetype_documentation"
tbd,,,"index=_internal",,,"splunk_archiver",,"index=_internal source=*splunk_archiver.log* finished | eval last_bucket_time=strftime(latest_bucket_time_secs, ""%F %T %z"")| eval transfered_mb=remote_bucket_bytes/1000000 | rename splunk_index AS ""Splunk Index"", virtual_index AS ""Archive Index"" | stats max(last_bucket_time) as ""Latest Archive Bucket Time"" sum(transfered_mb) as ""Total Transfered MB"" sum(buckets_copied) as ""Total Buckets Copied"" by ""Splunk Index"", ""Archive Index""","source=*splunk_archiver.log*",,"splunk_archiver_dashboard"
tbd,,,"index=_internal",,,"splunk_archiver",,"index=_internal source=*splunk_archiver.log* earliest=-1d | rex max_match=1000 ""\d{4}-\d{2}-\d{2} \d{2}:\d{2}:\d{2}\.\d+ -\d{4} (?&lt;severity&gt;\w+) "" | where severity=""ERROR""","source=*splunk_archiver.log*",,"splunk_archiver_dashboard"
tbd,,,"index=_internal",,,"splunk_archiver",,"index=_internal source=*splunk_archiver.log* committed | stats count by splunk_index","source=*splunk_archiver.log*",,"splunk_archiver_dashboard"
tbd,,,"index=_internal",,,"splunk_archiver",,"index=_internal source=*splunk_archiver.log* committed $splunk_idx1$ | timechart count by splunk_index","source=*splunk_archiver.log*",,"splunk_archiver_dashboard"
tbd,,,"index=_internal",,,"splunk_archiver",,"index=_internal source=*splunk_archiver.log* committed | stats count by splunk_index","source=*splunk_archiver.log*",,"splunk_archiver_dashboard"
tbd,,,"index=_internal",,,"splunk_archiver",,"index=_internal source=*splunk_archiver.log* committed ""$splunk_idx2$"" |  eval mb = remote_bucket_bytes/1000000 | timechart sum(mb) by splunk_index","source=*splunk_archiver.log*",,"splunk_archiver_dashboard"
tbd,,,"index=_internal",,,"splunk_archiver",,"index=_internal source=*splunk_archiver.log* committed | rename bucket_name AS ""Archived Bucket"", splunk_index AS ""Splunk Index"" | eval mb=round(remote_bucket_bytes/1000000,2) | stats sum(mb) as ""Archived Bucket MB"" by ""Splunk Index"", ""Archived Bucket""","source=*splunk_archiver.log*",,"splunk_archiver_dashboard"
tbd,,,"index=_internal",,,"splunk_archiver",,"index=_internal source=*splunk_archiver.log* | rex max_match=1000 ""\d{4}-\d{2}-\d{2} \d{2}:\d{2}:\d{2}\.\d+ -\d{4} (?&lt;severity&gt;\w+) "" | where severity=""ERROR"" | timechart count AS errors","source=*splunk_archiver.log*",,"splunk_archiver_dashboard"
tbd,,,"index=_internal",,,"splunk_archiver",,"index=_internal source=*splunk_archiver.log* report: buckets_to_freeze_remaining_count buckets_to_freeze_deleted | stats count by splunk_index","source=*splunk_archiver.log*",,"splunk_archiver_dashboard"
tbd,,,"index=_internal",,,"splunk_archiver",,"index=_internal source=*splunk_archiver.log* buckets_to_freeze_remaining_count buckets_to_freeze_deleted report: $splunk_idx3$ | timechart sum(buckets_to_freeze_remaining_count) as ""Buckets to freeze"", sum(buckets_to_freeze_deleted) as ""Buckets frozen"" by splunk_index","source=*splunk_archiver.log*",,"splunk_archiver_dashboard"
tbd,,,"index=_internal",,,"splunk_archiver",,"index=_internal source=*splunk_archiver.log* buckets_to_freeze_size_bytes buckets_to_freeze_deleted_size_bytes report: $splunk_idx3$ | timechart sum(buckets_to_freeze_size_bytes) as ""to_freeze"", sum(buckets_to_freeze_deleted_size_bytes) as ""frozen"", by splunk_index | eval ""to_freeze_mb""=to_freeze/1000000 | eval frozen_mb=frozen/1000000 | rename to_freeze_mb AS ""Remaning diskspace to free (MB)"", frozen_mb AS ""Frozen transfered (MB)"", splunk_index AS ""Splunk index"" | fields -  to_freeze, frozen","source=*splunk_archiver.log*",,"splunk_archiver_dashboard"
tbd,,,"index=_internal",,,"splunk_archiver",,"index=_internal source=*splunk_archiver.log* Report: | eval secs = total_elapsed_ms/1000 | timechart sum(secs) as ""Seconds spent archiving"" by host","source=*splunk_archiver.log*",,"splunk_archiver_dashboard"
tbd,,,"index=_internal",,,"splunk_archiver",,"index=_internal source=*splunk_archiver.log* Report: | eval mb = remote_bucket_bytes/1000000 | timechart sum(mb) as ""Data transferred"" by host","source=*splunk_archiver.log*",,"splunk_archiver_dashboard"
tbd,,,,,,"splunk_monitoring_console",,"
      <![CDATA[
        | rest splunk_server_group=dmc_group_indexer splunk_server_group=""$group$"" services/server/introspection/queues
        | search title=""tcpin_queue*""
        | rex field=title ""tcpin_queue\.(?<pipeline_number>\d+)""
        | join splunk_server
        [ | rest splunk_server_group=dmc_group_indexer splunk_server_group=""$group$"" /services/properties/inputs
        | where match(title, ""splunktcp(-ssl)?:"")
        `dmc_get_port_from_splunktcp_stanza(title)`
        | stats delim="", "" values(port) as ports by splunk_server
        | mvcombine ports
        | fields splunk_server, ports]
        | join splunk_server [|rest splunk_server_group=dmc_group_indexer services/data/inputs/tcp/ssl]
        | eval val_last_1min=if(isnotnull(value_cntr1_size_bytes_lookback), round(value_cntr1_size_bytes_lookback, 2), ""N/A"")
        | eval val_last_10min=if(isnotnull(value_cntr2_size_bytes_lookback), round(value_cntr2_size_bytes_lookback, 2), ""N/A"")
        | eval queue_fill_last_1min = if(isnotnull(pipeline_number), ""pset"".pipeline_number."": "".val_last_1min, val_last_1min)
        | eval queue_fill_last_10min = if(isnotnull(pipeline_number), ""pset"".pipeline_number."": "".val_last_10min, val_last_10min)
      ]]>
    ",,,"splunk_tcpin_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
          | `dmc_get_groups_containing_role(dmc_group_indexer)`| search search_group!=""dmc_group_*""
        ",,,"splunk_tcpin_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            <![CDATA[
              rex field=queue_fill_last_10min ""pset\d+:\s(?<queue_fill_last_10min>\d+\.\d+)""
              | stats max(queue_fill_last_10min) as queue_fill_last_10min by splunk_server
              | where queue_fill_last_10min > 60
              | stats count as degraded_instance_count_queue_fill_ratio
            ]]>
          ",,,"splunk_tcpin_performance_deployment"
